@relation HAB_1_0

@attribute date {1994-05-17,1994-06-06,1994-06-13,1994-06-21,1994-06-28,1994-07-07,1994-07-14,1994-07-28,1994-08-08,1994-08-24,1994-09-07,1994-09-21,1994-11-22,1995-06-01,1995-06-27,1995-07-11,1995-07-26,1995-08-10,1995-08-22,1995-09-13,1995-10-03,1995-10-18,1995-11-23,1996-05-14,1996-06-11,1996-06-28,1996-07-09,1996-07-23,1996-08-05,1996-09-05,1996-09-24,1996-10-10,1996-10-22,1996-10-25,1996-11-21,1997-04-23,1997-05-14,1997-06-12,1997-06-24,1997-07-08,1997-07-24,1997-08-05,1997-08-20,1997-09-04,1997-09-23,1997-10-06,1997-10-20,1997-11-04,1997-11-25,1998-04-22,1998-05-11,1998-05-26,1998-06-10,1998-06-23,1998-07-06,1998-07-20,1998-08-04,1998-08-17,1998-09-01,1998-09-16,1998-10-02,1998-10-26,1999-05-20,1999-06-02,1999-06-15,1999-06-29,1999-07-14,1999-07-28,1999-08-09,1999-08-24,1999-09-01,1999-09-08,1999-09-15,1999-09-22,1999-09-29,1999-10-06,1999-10-13,1999-10-21,1999-10-28,1999-11-18,1999-11-19,2000-01-18,2000-02-04,2000-03-15,2000-04-12,2000-05-09,2000-05-23,2000-06-06,2000-06-20,2000-07-05,2000-07-20,2000-08-02,2000-08-16,2000-08-29,2000-09-12,2000-09-26,2000-10-10,2000-10-23,2000-11-07,2000-11-23,2000-12-12,2001-01-17,2001-02-13,2001-03-12,2001-04-18,2001-05-08,2001-05-21,2001-06-05,2001-06-19,2001-07-03,2001-07-17,2001-07-31,2001-08-14,2001-08-28,2001-09-11,2001-09-25,2001-10-09,2001-10-23,2001-11-06,2001-11-19,2002-01-16,2002-02-12,2002-03-12,2002-04-17,2002-05-07,2002-05-22,2002-06-04,2002-06-18,2002-07-02,2002-07-17,2002-07-30,2002-08-26,2002-09-10,2002-10-01,2002-10-15,2002-11-05,2002-11-27,2002-12-12,2003-01-29,2003-02-20,2003-03-19,2003-04-16,2003-05-19,2003-05-27,2003-06-11,2003-06-24,2003-07-25,2003-07-31,2003-08-20,2003-09-05,2003-09-17,2003-09-30,2003-10-20,2003-11-18,2003-12-15,2004-05-11,2004-05-26,2004-06-15,2004-06-30,2004-07-14,2004-07-28,2004-08-10,2004-08-25,2004-09-14,2004-09-29,2005-05-12,2005-05-27,2005-06-15,2005-06-27,2005-07-20,2005-08-05,2005-08-17,2005-08-31,2005-09-14,2005-09-27,2005-10-14,2005-10-28,2006-05-16,2006-06-14,2006-06-21,2006-06-28,2006-07-12,2006-07-19,2006-08-02,2006-08-08,2006-08-17,2006-08-23,2006-08-29,2006-09-06,2006-09-13,2006-09-22,2006-09-28,2006-10-04,2006-10-11,2006-10-18,2006-10-25,2006-11-08,2006-11-15,2006-11-29,2007-05-09,2007-05-30,2007-06-13,2007-06-27,2007-07-12,2007-07-25,2007-08-01,2007-08-08,2007-08-23,2007-08-29,2007-09-06,2007-09-12,2007-09-20,2007-09-25,2007-10-03,2007-10-17,2007-10-08,2007-10-25,2007-11-07,2007-11-20,2007-11-29,2008-01-21,2008-02-13,2008-03-12,2008-04-30,2008-05-19,2008-05-22,2008-06-11,2008-06-24,2008-07-09,2008-07-16,2008-07-30,2008-08-14,2008-08-27,2008-09-03,2008-09-10,2008-09-24,2008-09-30,2008-10-08,2008-10-15,2008-10-22,2008-11-03,2008-11-20,2008-12-03,2008-12-17,2008-12-18,2008-12-19,2009-01-13,2009-02-12,2009-03-17,2009-04-15,2009-05-13,2009-05-29,2009-06-03,2009-06-09,2009-06-18,2009-07-01,2009-07-15,2009-07-29,2009-08-12,2009-08-26,2009-09-02,2009-09-09,2009-09-16,2009-09-23,2009-09-30,2009-10-07,2009-10-13,2009-10-21,2009-10-27,2009-11-11,2009-11-24,2009-12-21,2010-01-13,2010-02-17,2010-03-17,2010-04-14,2010-04-28,2010-05-13,2010-05-26,2010-06-09,2010-06-15,2010-06-23,2010-07-07,2010-07-14,2010-07-20,2010-08-05,2010-08-18,2010-08-25,2010-09-07,2010-09-15,2010-09-21,2010-09-28,2010-10-21,2010-10-29,2010-11-10,2010-11-17,2010-12-10,2011-01-19,2011-02-16,2011-03-15,2011-04-01,2011-04-14,2011-05-03,2011-05-12,2011-05-31,2011-06-15,2011-06-29,2011-07-06,2011-07-13,2011-07-27,2011-08-03,2011-08-17,2011-08-30,2011-09-07,2011-09-14,2011-09-26,2011-10-05,2011-10-12,2011-10-28,2011-11-15,2011-11-30,2011-12-14,2012-01-18,2012-02-15,2012-03-14,2012-04-11,2012-04-26,2012-05-15,2012-05-30,2012-06-14,2012-06-27,2012-07-04,2012-07-18,2012-07-30,2012-08-07,2012-08-22,2012-08-29,2012-09-11,2012-09-21,2012-10-02,2012-10-10,2012-10-24,2012-11-06,2012-11-16,2012-11-26,2012-12-13,2012-12-19,2013-01-21,2013-02-19,2013-03-12,2013-04-04,2013-04-17,2013-05-07,2013-05-15,2013-05-21,2013-06-04,2013-06-18,2013-06-26,2013-07-10,2013-07-17,2013-07-31,2013-08-08,2013-08-26,2013-09-04,2013-09-18,2013-09-25,2013-10-09,2013-10-14,2013-10-30,2013-11-18,2013-11-28,2013-12-12,2014-01-16,2014-02-18,2014-03-18,2014-04-01,2014-04-22,2014-04-30,2014-05-15,2014-05-28,2014-06-10,2014-06-23,2014-07-07,2014-07-15,2014-07-22,2014-08-06,2014-08-20,2014-09-08,2014-09-17,2014-09-23,2014-09-30,2014-10-07,2014-10-23,2014-10-30,2014-11-13,2014-11-27,2014-12-11,2015-01-14,2015-02-19,2015-03-18,2015-04-02,2015-04-15,2015-04-29,2015-05-13,2015-05-26,2015-06-08,2015-06-22,2015-07-01,2015-07-15,2015-07-27,2015-08-04,2015-08-20,2015-09-01,2015-10-05,2015-10-20,2015-10-27,2015-11-04,2015-11-17,2015-11-25,2015-12-04,2015-12-15,2015-12-23,2016-01-19,2016-02-11,2016-03-21,2016-04-20,2016-05-03,2016-05-18,2016-05-27,2016-06-22,2016-07-01,2016-07-13,2016-07-27,2016-08-17,2016-08-31,2016-09-15,2016-09-27,2016-10-12,2016-10-19,2016-10-26,2016-11-09,2016-11-18,2016-11-30,2016-12-14,2017-01-23,2017-02-15,2017-03-14,2017-04-13,2017-04-24,2017-05-16,2017-05-31,2017-06-12,2017-06-28,2017-07-12,2017-07-25,2017-08-16,2017-08-25,2017-08-31,2017-09-13,2017-09-22,2017-10-02,2017-10-16,2017-10-27,2017-11-20,2017-12-04,2017-12-18,2018-01-16,2018-02-15,2018-03-14,2018-04-06,2018-04-23,2018-05-07,2018-05-16,2018-06-05,2018-06-18,2018-07-03,2018-07-18,2018-08-01,2018-08-21,2018-08-31,2018-09-17,2018-09-27,2018-10-05,2018-10-17,2018-10-26,2018-11-14,2018-12-03,2018-12-18,2019-01-15,2019-02-13,2019-03-14,2019-04-16,2019-04-30,2019-05-16,2019-05-28,2019-06-19,2019-06-26,2019-07-05,2019-07-17,2019-08-01,2019-08-20,2019-09-02,2019-09-17,2019-09-26,2019-10-09,2019-10-16,2019-10-28,2019-11-21,2019-12-05,2019-12-16,2020-01-15}
@attribute 'sampling station' {Seca,Strunjan,Debeli_rtic}
@attribute 'sampling depth' {integrated,0,10,2.5,0.5,6,1,14,12}
@attribute 'sampling method' {Niskin,bucket,'phytoplankton net','hose sampler'}
@attribute PSP numeric
@attribute DSP numeric
@attribute DSP_like numeric
@attribute ASP numeric
@attribute 'Dinophysis caudata' numeric
@attribute 'Dinophysis fortii' numeric
@attribute 'Phalacroma rotundatum' numeric
@attribute 'Dinophysis sacculus' numeric
@attribute 'Dinophysis tripos' numeric
@attribute lipophylic_toxins {poz,neg}

@data
2005-09-14,Seca,integrated,Niskin,10,10,10,?,0,0,0,10,0,neg
2005-09-14,Debeli_rtic,integrated,Niskin,0,40,10,?,40,0,0,0,0,?
2005-09-27,Strunjan,integrated,Niskin,70,90,290,?,10,30,50,0,0,neg
2005-09-27,Seca,integrated,Niskin,0,0,0,?,0,0,0,0,0,neg
2005-09-27,Debeli_rtic,integrated,Niskin,0,0,0,?,0,0,0,0,0,?
2005-10-14,Strunjan,integrated,Niskin,20,20,40,?,0,20,0,0,0,neg
2005-10-14,Seca,integrated,Niskin,320,30,20,?,0,20,10,0,0,neg
2005-10-14,Debeli_rtic,integrated,Niskin,280,30,60,?,0,20,10,0,0,?
2005-10-28,Strunjan,integrated,Niskin,20,80,10,?,30,30,20,0,0,neg
2005-10-28,Seca,integrated,Niskin,10,120,60,?,10,70,10,0,0,neg
2005-10-28,Debeli_rtic,integrated,Niskin,260,150,0,?,50,70,20,0,0,?
2006-05-16,Strunjan,integrated,Niskin,10,0,0,2250,0,0,0,0,0,neg
2006-05-16,Seca,integrated,Niskin,125,130,10,3000,0,0,0,130,0,neg
2006-05-16,Debeli_rtic,integrated,Niskin,500,10,20,17625,0,0,0,10,0,?
2006-06-14,Strunjan,integrated,Niskin,125,80,0,70500,10,0,0,70,0,neg
2006-06-14,Seca,integrated,Niskin,0,120,120,31860,10,0,10,100,0,neg
2006-06-14,Debeli_rtic,integrated,Niskin,1000,70,0,655000,0,0,10,50,0,?
2006-06-21,Strunjan,integrated,Niskin,135,170,20,38125,10,0,0,160,0,neg
2006-06-21,Seca,integrated,Niskin,30,180,260,42875,0,0,10,160,0,neg
2006-06-21,Debeli_rtic,integrated,Niskin,125,60,10,88875,0,0,0,60,0,neg
2006-06-28,Strunjan,integrated,Niskin,125,20,10,18000,10,0,0,10,0,neg
2006-06-28,Seca,integrated,Niskin,0,110,100,19845,10,0,10,80,0,neg
2006-06-28,Debeli_rtic,integrated,Niskin,260,20,10,32875,0,0,10,10,0,neg
2006-07-12,Strunjan,integrated,Niskin,20,40,0,1000,0,0,20,0,0,neg
2006-07-12,Seca,integrated,Niskin,0,70,0,2430,0,0,10,60,0,neg
2006-07-12,Debeli_rtic,integrated,Niskin,10,20,0,5000,0,0,10,10,0,neg
2006-07-19,Strunjan,integrated,Niskin,135,40,0,6125,0,0,10,30,0,neg
2006-07-19,Seca,integrated,Niskin,10,50,10,5250,0,0,20,10,0,neg
2006-07-19,Debeli_rtic,integrated,Niskin,0,50,30,29700,20,0,20,10,0,neg
2006-08-02,Strunjan,integrated,Niskin,0,20,20,2500,20,0,0,0,0,neg
2006-08-02,Seca,integrated,Niskin,20,30,0,6250,20,0,0,10,0,neg
2006-08-02,Debeli_rtic,integrated,Niskin,10,60,100,6500,20,0,30,0,0,neg
2006-08-08,Strunjan,integrated,Niskin,10,50,0,6625,30,0,10,0,0,poz
2006-08-08,Seca,integrated,Niskin,0,90,30,7000,50,0,10,20,0,poz
2006-08-08,Debeli_rtic,integrated,Niskin,0,30,10,8875,0,0,30,0,0,neg
2006-08-17,Strunjan,integrated,Niskin,0,20,0,500,10,0,10,0,0,neg
2006-08-17,Seca,integrated,Niskin,0,30,0,875,30,0,0,0,0,neg
2006-08-17,Debeli_rtic,integrated,Niskin,250,130,0,3000,100,0,30,0,0,neg
2006-08-23,Strunjan,integrated,Niskin,0,20,0,1125,10,0,10,0,0,neg
2006-08-23,Seca,integrated,Niskin,0,10,0,375,10,0,0,0,0,neg
2006-08-23,Debeli_rtic,integrated,Niskin,10,40,0,250,20,0,20,0,0,neg
2006-08-29,Strunjan,integrated,Niskin,125,10,0,0,10,0,0,0,0,neg
2006-08-29,Seca,integrated,Niskin,0,50,10,500,10,0,0,40,0,neg
2006-08-29,Debeli_rtic,integrated,Niskin,0,60,0,1625,50,0,0,10,0,neg
2006-09-06,Strunjan,integrated,Niskin,0,40,0,500,20,0,20,0,0,neg
2006-09-06,Seca,integrated,Niskin,125,50,0,2375,40,0,0,10,0,neg
2006-09-06,Debeli_rtic,integrated,Niskin,0,20,10,625,20,0,0,0,0,neg
2006-09-13,Strunjan,integrated,Niskin,0,40,30,14625,0,0,40,0,0,neg
2006-09-13,Seca,integrated,Niskin,125,10,30,5625,10,0,0,0,0,neg
2006-09-13,Debeli_rtic,integrated,Niskin,0,20,10,2250,20,0,0,0,0,neg
2006-09-22,Strunjan,integrated,Niskin,0,40,0,26375,0,20,20,0,0,neg
2006-09-22,Seca,integrated,Niskin,125,20,30,32250,0,10,10,0,0,neg
2006-09-22,Debeli_rtic,integrated,Niskin,125,30,0,25625,0,20,10,0,0,neg
2006-09-28,Strunjan,integrated,Niskin,10,120,0,30500,0,60,50,0,0,neg
2006-09-28,Seca,integrated,Niskin,125,220,20,54500,0,180,30,10,0,poz
2006-09-28,Debeli_rtic,integrated,Niskin,70,60,20,6375,0,30,30,0,0,neg
2006-10-04,Strunjan,integrated,Niskin,10,80,0,9250,0,40,40,0,0,neg
2006-10-04,Seca,integrated,Niskin,0,120,20,46250,0,70,50,0,0,poz
2006-10-04,Debeli_rtic,integrated,Niskin,0,30,10,8625,0,20,10,0,0,neg
2006-10-11,Strunjan,integrated,Niskin,0,120,10,4375,0,70,30,0,0,neg
2006-10-11,Seca,integrated,Niskin,10,70,10,250,0,20,20,0,0,neg
2006-10-11,Debeli_rtic,integrated,Niskin,0,40,10,7625,0,30,10,0,0,neg
2006-10-18,Strunjan,integrated,Niskin,0,50,0,1875,0,20,30,0,0,neg
2006-10-18,Seca,integrated,Niskin,0,30,0,3625,0,20,10,0,0,neg
2006-10-18,Debeli_rtic,integrated,Niskin,0,50,0,1000,0,10,40,0,0,neg
2006-10-25,Strunjan,integrated,Niskin,0,10,0,1750,0,10,0,0,0,neg
2006-10-25,Seca,integrated,Niskin,0,0,0,750,0,0,0,0,0,neg
2006-10-25,Debeli_rtic,integrated,Niskin,0,40,0,1000,0,0,40,0,0,neg
2006-11-08,Strunjan,integrated,Niskin,0,20,0,12000,0,10,10,0,0,neg
2006-11-08,Seca,integrated,Niskin,0,10,0,19000,0,0,10,0,0,neg
2006-11-08,Debeli_rtic,integrated,Niskin,0,60,0,10750,20,10,30,0,0,neg
2006-11-15,Strunjan,integrated,Niskin,0,60,10,2375,10,10,40,0,0,neg
2006-11-15,Seca,integrated,Niskin,10,30,0,3250,0,10,10,0,0,neg
2006-11-15,Debeli_rtic,integrated,Niskin,0,50,0,875,0,30,20,0,0,neg
2006-11-29,Strunjan,integrated,Niskin,125,0,0,250,0,0,0,0,0,neg
2006-11-29,Seca,integrated,Niskin,0,40,0,625,0,20,20,0,0,neg
2006-11-29,Debeli_rtic,integrated,Niskin,0,10,0,0,0,10,0,0,0,neg
2007-05-09,Seca,integrated,Niskin,125,40,0,0,0,0,0,30,0,poz
2007-05-09,Debeli_rtic,integrated,Niskin,250,10,0,500,0,0,0,10,0,poz
2007-05-09,Strunjan,integrated,Niskin,135,0,0,0,0,0,0,0,0,poz
2007-05-30,Seca,integrated,Niskin,155,20,40,0,10,0,0,10,0,neg
2007-05-30,Debeli_rtic,integrated,Niskin,270,50,10,0,20,0,10,20,0,neg
2007-05-30,Strunjan,integrated,Niskin,155,10,10,0,0,0,0,10,0,neg
2007-06-13,Seca,integrated,Niskin,10,20,40,63000,20,0,0,0,0,neg
2007-06-13,Debeli_rtic,integrated,Niskin,167,120,20,210833,100,0,0,0,0,neg
2007-06-27,Seca,integrated,Niskin,0,10,0,4125,10,0,0,0,0,neg
2007-06-27,Debeli_rtic,integrated,Niskin,0,50,0,53875,10,0,30,10,0,neg
2007-07-12,Seca,integrated,Niskin,0,80,0,12875,80,0,0,0,0,neg
2007-07-12,Debeli_rtic,integrated,Niskin,125,50,20,6500,50,0,0,0,0,neg
2007-07-25,Seca,integrated,Niskin,0,60,0,625,50,0,0,10,0,neg
2007-07-25,Debeli_rtic,integrated,Niskin,0,10,0,0,10,0,0,0,0,neg
2007-08-01,Seca,integrated,Niskin,20,0,0,2500,0,0,0,0,0,neg
2007-08-01,Debeli_rtic,integrated,Niskin,0,30,0,1000,20,0,10,0,0,neg
2007-08-01,Strunjan,integrated,Niskin,0,0,0,3500,0,0,0,0,0,neg
2007-08-08,Seca,integrated,Niskin,0,0,0,1875,0,0,0,0,0,neg
2007-08-08,Debeli_rtic,integrated,Niskin,250,0,0,7125,0,0,0,0,0,neg
2007-08-23,Seca,integrated,Niskin,0,10,0,2625,10,0,0,0,0,neg
2007-08-23,Debeli_rtic,integrated,Niskin,0,10,0,15500,0,0,0,0,0,neg
2007-08-29,Seca,integrated,Niskin,125,20,0,2500,0,0,10,10,0,neg
2007-08-29,Debeli_rtic,integrated,Niskin,0,20,0,20250,0,0,20,0,0,neg
2007-08-29,Strunjan,integrated,Niskin,125,10,0,4625,10,0,0,0,0,neg
2007-09-06,Seca,integrated,Niskin,750,20,80,26000,0,10,10,0,0,neg
2007-09-06,Debeli_rtic,integrated,Niskin,250,0,0,83500,0,0,0,0,0,neg
2007-09-12,Seca,integrated,Niskin,0,10,0,69625,0,0,10,0,0,neg
2007-09-12,Debeli_rtic,integrated,Niskin,125,10,10,82750,0,0,0,10,0,neg
2007-09-12,Strunjan,integrated,Niskin,135,70,0,56375,0,0,70,0,0,neg
2007-09-20,Seca,integrated,Niskin,135,50,40,71500,0,0,50,0,0,neg
2007-09-20,Debeli_rtic,integrated,Niskin,20,80,50,57250,0,0,50,10,0,neg
2007-09-25,Seca,integrated,Niskin,125,10,10,4125,0,0,10,0,0,neg
2007-09-25,Debeli_rtic,integrated,Niskin,0,40,0,14250,0,0,40,0,0,neg
2007-09-25,Strunjan,integrated,Niskin,125,20,0,6375,0,0,20,0,0,neg
2007-10-03,Seca,integrated,Niskin,0,20,0,19125,0,0,20,0,0,neg
2007-10-03,Debeli_rtic,integrated,Niskin,125,10,0,4750,0,0,10,0,0,neg
2007-10-17,Seca,integrated,Niskin,0,0,0,152125,0,0,0,0,0,neg
2007-10-17,Debeli_rtic,integrated,Niskin,0,20,0,127750,0,0,20,0,0,neg
2007-10-08,Strunjan,integrated,Niskin,0,30,0,14875,20,0,10,0,0,neg
2007-10-17,Seca,integrated,Niskin,0,0,0,152125,0,0,0,0,0,neg
2007-10-17,Debeli_rtic,integrated,Niskin,0,20,0,127750,0,0,20,0,0,neg
2007-10-25,Seca,integrated,Niskin,125,0,0,53125,0,0,0,0,0,neg
2007-10-25,Debeli_rtic,integrated,Niskin,0,10,0,9375,0,10,0,0,0,neg
2007-10-25,Strunjan,integrated,Niskin,0,0,0,14750,0,0,0,0,0,neg
2007-11-07,Seca,integrated,Niskin,375,10,10,0,10,0,0,0,0,neg
2007-11-07,Debeli_rtic,integrated,Niskin,0,40,0,875,10,10,20,0,0,neg
2007-11-07,Strunjan,integrated,Niskin,0,30,0,0,0,10,20,0,0,neg
2007-11-20,Seca,integrated,Niskin,0,30,0,0,10,0,20,0,0,neg
2007-11-20,Debeli_rtic,integrated,Niskin,0,10,0,0,0,0,0,0,0,neg
2007-11-20,Strunjan,integrated,Niskin,0,30,0,250,20,10,0,0,0,neg
2007-11-29,Seca,integrated,Niskin,0,20,0,250,0,20,0,0,0,?
2007-11-29,Debeli_rtic,integrated,Niskin,0,0,0,1000,0,0,0,0,0,?
2007-11-29,Strunjan,integrated,Niskin,0,50,0,625,40,10,0,0,0,neg
2008-01-21,Seca,integrated,Niskin,0,70,0,250,30,30,10,0,0,?
2008-01-21,Debeli_rtic,integrated,Niskin,0,20,0,2375,0,20,0,0,0,?
2008-01-21,Strunjan,integrated,Niskin,0,80,0,250,0,60,20,0,0,neg
2008-02-13,Seca,integrated,Niskin,0,10,0,500,0,0,0,0,0,?
2008-02-13,Debeli_rtic,integrated,Niskin,0,0,0,1000,0,0,0,0,0,?
2008-02-13,Strunjan,integrated,Niskin,0,0,0,500,0,0,0,0,0,?
2008-03-12,Seca,integrated,Niskin,50,0,0,0,0,0,0,0,0,?
2008-03-12,Debeli_rtic,integrated,Niskin,0,20,0,1000,0,0,0,0,0,?
2008-03-12,Strunjan,integrated,Niskin,145,10,0,875,0,0,0,0,0,?
2008-04-30,Seca,integrated,Niskin,385,0,10,500,0,0,0,0,0,neg
2008-04-30,Debeli_rtic,integrated,Niskin,30,0,10,1250,0,0,0,0,0,neg
2008-04-30,Strunjan,integrated,Niskin,10,0,10,375,0,0,0,0,0,neg
2008-05-19,Seca,integrated,'hose sampler',0,10,30,0,0,0,0,10,0,neg
2008-05-19,Strunjan,integrated,'hose sampler',0,60,0,0,0,0,0,10,0,poz
2008-05-22,Debeli_rtic,integrated,'hose sampler',10,10,40,0,0,0,10,0,0,poz
2008-06-11,Seca,integrated,'hose sampler',0,80,30,0,0,0,40,40,0,poz
2008-06-11,Debeli_rtic,integrated,'hose sampler',0,10,30,1000,0,0,0,10,0,poz
2008-06-11,Strunjan,integrated,'hose sampler',0,10,180,0,0,0,10,0,0,poz
2008-06-24,Seca,integrated,'hose sampler',10,30,300,1250,0,0,0,30,0,neg
2008-06-24,Debeli_rtic,integrated,'hose sampler',30,70,20,2375,0,0,20,50,0,neg
2008-06-24,Strunjan,integrated,'hose sampler',50,30,10,0,10,0,0,20,0,neg
2008-07-09,Seca,integrated,'hose sampler',0,30,0,0,10,0,0,20,0,poz
2008-07-09,Debeli_rtic,integrated,'hose sampler',0,50,0,750,30,0,0,20,0,poz
2008-07-09,Strunjan,integrated,'hose sampler',125,70,0,375,30,0,0,40,0,poz
2008-07-16,Seca,integrated,'hose sampler',0,130,0,26250,20,0,0,110,0,neg
2008-07-16,Debeli_rtic,integrated,'hose sampler',40,90,0,19625,10,0,0,80,0,neg
2008-07-16,Strunjan,integrated,'hose sampler',145,50,0,28375,20,0,0,30,0,neg
2008-07-30,Seca,integrated,'hose sampler',135,40,60,40625,0,0,0,40,0,neg
2008-07-30,Debeli_rtic,integrated,'hose sampler',520,70,30,71500,40,0,10,20,0,neg
2008-07-30,Strunjan,integrated,'hose sampler',415,140,0,47750,80,0,10,50,0,neg
2008-08-14,Seca,integrated,'hose sampler',0,10,0,32875,0,0,0,10,0,neg
2008-08-14,Debeli_rtic,integrated,'hose sampler',0,0,10,24375,0,0,0,0,0,neg
2008-08-14,Strunjan,integrated,'hose sampler',125,20,10,47500,10,0,0,10,0,neg
2008-08-27,Seca,integrated,'hose sampler',0,50,0,11000,10,20,20,0,0,neg
2008-08-27,Debeli_rtic,integrated,'hose sampler',125,130,40,11250,0,110,20,0,0,neg
2008-08-27,Strunjan,integrated,'hose sampler',10,10,0,19500,0,10,0,0,0,neg
2008-09-03,Seca,integrated,'hose sampler',0,20,10,6750,10,0,0,10,0,neg
2008-09-03,Debeli_rtic,integrated,'hose sampler',0,50,0,383500,0,40,0,10,0,neg
2008-09-03,Strunjan,integrated,'hose sampler',0,30,0,51500,10,20,0,0,0,neg
2008-09-10,Seca,integrated,'hose sampler',0,20,10,6750,10,0,10,0,0,neg
2008-09-10,Debeli_rtic,integrated,'hose sampler',125,20,0,49750,0,10,10,0,0,neg
2008-09-10,Strunjan,integrated,'hose sampler',135,0,0,4000,0,0,0,0,0,neg
2008-09-24,Seca,integrated,'hose sampler',0,10,0,1125,10,0,0,0,0,neg
2008-09-24,Debeli_rtic,integrated,'hose sampler',10,10,0,39375,10,0,0,0,0,neg
2008-09-24,Strunjan,integrated,'hose sampler',10,30,0,13000,20,0,0,0,0,neg
2008-09-30,Seca,integrated,'hose sampler',0,0,0,22250,0,0,0,0,0,neg
2008-09-30,Debeli_rtic,integrated,'hose sampler',20,20,0,65250,0,20,0,0,0,neg
2008-09-30,Strunjan,integrated,'hose sampler',30,20,20,29625,0,20,0,0,0,neg
2008-10-08,Seca,integrated,'hose sampler',250,40,0,93000,0,0,30,10,0,neg
2008-10-08,Debeli_rtic,integrated,'hose sampler',135,50,0,21375,10,0,30,10,0,neg
2008-10-08,Strunjan,integrated,'hose sampler',260,80,10,62250,0,0,50,10,0,neg
2008-10-15,Seca,integrated,'hose sampler',10,50,10,41625,0,10,40,0,0,neg
2008-10-15,Debeli_rtic,integrated,'hose sampler',0,10,0,33875,0,10,0,0,0,neg
2008-10-15,Strunjan,integrated,'hose sampler',0,20,0,36500,0,0,10,0,0,neg
2008-10-22,Seca,integrated,'hose sampler',20,20,10,53000,0,0,20,0,0,neg
2008-10-22,Debeli_rtic,integrated,'hose sampler',30,60,0,49875,0,0,50,0,0,neg
2008-10-22,Strunjan,integrated,'hose sampler',10,20,0,50625,0,0,20,0,0,neg
2008-11-03,Seca,integrated,'hose sampler',0,70,0,6000,0,30,30,0,0,neg
2008-11-03,Debeli_rtic,integrated,'hose sampler',0,50,0,3000,10,30,10,0,0,neg
2008-11-03,Strunjan,integrated,'hose sampler',125,90,10,7000,0,40,30,0,0,neg
2008-11-20,Seca,integrated,'hose sampler',280,0,0,750,0,0,0,0,0,neg
2008-11-20,Debeli_rtic,integrated,'hose sampler',0,30,0,0,0,10,10,0,0,neg
2008-11-20,Strunjan,integrated,'hose sampler',125,20,0,2000,0,0,10,0,0,neg
2008-12-03,Seca,integrated,'hose sampler',10,0,0,19000,0,0,0,0,0,neg
2008-12-03,Debeli_rtic,integrated,'hose sampler',125,0,0,1875,0,0,0,0,0,neg
2008-12-03,Strunjan,integrated,'hose sampler',0,0,0,5875,0,0,0,0,0,neg
2008-12-17,Seca,integrated,'hose sampler',0,0,0,0,0,0,0,0,0,?
2008-12-18,Debeli_rtic,integrated,'hose sampler',145,0,0,0,0,0,0,0,0,?
2008-12-19,Strunjan,integrated,'hose sampler',0,10,0,0,0,0,10,0,0,?
2009-01-13,Seca,integrated,'hose sampler',20,0,0,3625,0,0,0,0,0,?
2009-01-13,Debeli_rtic,integrated,'hose sampler',0,10,0,6375,0,0,0,0,0,?
2009-01-13,Strunjan,integrated,'hose sampler',0,30,0,2375,0,0,20,0,0,?
2009-02-12,Seca,integrated,'hose sampler',0,10,0,0,0,0,10,0,0,?
2009-02-12,Debeli_rtic,integrated,'hose sampler',135,0,0,0,0,0,0,0,0,?
2009-02-12,Strunjan,integrated,'hose sampler',30,0,0,125,0,0,0,0,0,?
2009-03-17,Seca,integrated,'hose sampler',270,0,0,375,0,0,0,0,0,?
2009-03-17,Debeli_rtic,integrated,'hose sampler',0,0,0,15500,0,0,0,0,0,?
2009-03-17,Strunjan,integrated,'hose sampler',30,20,0,6125,0,0,20,0,0,?
2009-04-15,Seca,integrated,'hose sampler',0,0,10,625,0,0,0,0,0,neg
2009-04-15,Debeli_rtic,integrated,'hose sampler',225,0,30,42500,0,0,0,0,0,neg
2009-04-15,Strunjan,integrated,'hose sampler',0,0,10,6250,0,0,0,0,0,neg
2009-05-13,Seca,integrated,'hose sampler',125,190,10,0,10,0,10,0,0,neg
2009-05-13,Debeli_rtic,integrated,'hose sampler',375,90,30,6500,0,0,10,80,0,poz
2009-05-13,Strunjan,integrated,'hose sampler',500,70,50,625,0,0,0,60,0,neg
2009-05-29,Seca,integrated,'hose sampler',270,50,50,750,0,0,0,40,0,poz
2009-06-03,Debeli_rtic,integrated,'hose sampler',40,210,60,4250,20,0,30,150,0,neg
2009-05-29,Strunjan,integrated,'hose sampler',0,150,50,375,0,0,0,120,0,poz
2009-06-09,Seca,integrated,'hose sampler',280,150,160,0,70,0,0,80,0,poz
2009-06-09,Debeli_rtic,integrated,'hose sampler',310,210,120,0,10,0,0,200,0,neg
2009-06-09,Strunjan,integrated,'hose sampler',465,240,60,0,0,0,0,230,0,poz
2009-06-18,Seca,integrated,'hose sampler',10,530,1280,3000,50,0,0,480,0,poz
2009-06-18,Debeli_rtic,integrated,'hose sampler',130,350,60,3250,70,0,20,260,0,neg
2009-06-18,Strunjan,integrated,'hose sampler',10,410,40,1500,10,0,50,350,0,poz
2009-07-01,Seca,integrated,'hose sampler',135,80,20,13000,0,0,40,20,0,poz
2009-07-01,Debeli_rtic,integrated,'hose sampler',0,110,60,7000,110,0,0,0,0,neg
2009-07-01,Strunjan,integrated,'hose sampler',0,30,10,7875,0,0,10,10,0,neg
