date,PSP,DSP,DSP_like,ASP,Dinophysis caudata,Dinophysis fortii,Phalacroma rotundatum,Dinophysis sacculus,Dinophysis tripos,sun [h],air temp,wind strength,precipitation,Chl-a,salinity,T,SECCHI,NH4-N,NO2-N,NO3-N,PO4-P,SiO3-Si,O2,pH,Soca,lipophylic_toxins
October,110.00000000000001,1720.0,10.0,?,85.0,262.0,125.0,0.0,1139.0,99.69999999999999,17.033333333333335,2.6714285714285717,153.10000000000002,1.8,36.21,22.78,8.0,1.0900000333786,0.0399999991059303,4.25,0.0500000007450581,15.7799997329712,217.050003051758,8.17000007629395,3904.525,neg
October,220.00000000000003,919.9999999999999,0.0,?,73.0,174.0,102.0,0.0,436.00000000000006,99.69999999999999,17.033333333333335,2.6714285714285717,153.10000000000002,1.68,36.19,22.39,?,1.03999996185303,0.0500000007450581,1.32000005245209,0.0799999982118607,7.21999979019165,219.729995727539,8.15999984741211,3904.525,neg
October,350.0,700.0,0.0,?,11.0,142.0,51.0,0.0,479.0,141.7,16.92380952380953,2.9714285714285715,46.0,3.75,35.1399993896484,?,?,?,?,?,?,?,160.130004882813,?,2014.3389999999997,neg
October,70.0,1080.0,0.0,?,7.000000000000001,167.0,182.0,7.000000000000001,698.0,141.7,16.92380952380953,2.9714285714285715,46.0,1.77,36.7,19.97,4.0,0.879999995231628,0.119999997317791,4.30999994277954,0.0900000035762787,7.21999979019165,223.300003051758,8.14999961853027,2014.3389999999997,neg
November,20.0,120.0,20.0,?,7.000000000000001,15.0,65.0,0.0,28.999999999999996,122.8,13.16666666666667,2.7428571428571424,24.700000000000003,1.77,36.7,19.97,4.0,0.879999995231628,0.119999997317791,4.30999994277954,0.0900000035762787,7.21999979019165,223.300003051758,8.14999961853027,850.162,neg
November,0.0,100.0,0.0,?,6.0,0.0,34.0,0.0,51.0,122.8,13.16666666666667,2.7428571428571424,24.700000000000003,4.40000009536743,35.5800018310547,?,?,?,?,?,?,?,162.630004882813,?,850.162,?
November,0.0,100.0,0.0,?,0.0,0.0,28.999999999999996,0.0,65.0,76.89999999999999,9.647619047619045,2.738095238095238,32.400000000000006,1.19,37.55,16.24,?,1.30999994277954,0.310000002384186,3.36999988555908,0.0700000002980232,8.80000019073486,234.020004272461,8.14999961853027,1080.7259999999999,neg
November,0.0,110.00000000000001,20.0,?,17.0,6.0,17.0,0.0,56.99999999999999,76.89999999999999,9.647619047619045,2.738095238095238,32.400000000000006,5.09000015258789,36.9099998474121,?,?,?,?,?,?,?,149.800003051758,?,1080.7259999999999,?
January,0.0,5.0,0.0,?,0.0,0.0,4.7,0.0,0.0,113.4,1.7476190476190474,3.080952380952381,25.7,?,?,?,?,?,?,?,?,?,?,?,505.7579999999999,?
January,0.0,4.0,0.0,?,0.0,0.0,0.0,4.4,0.0,113.4,1.7476190476190474,3.080952380952381,25.7,?,?,?,?,?,?,?,?,?,?,?,505.7579999999999,?
February,148.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,23.0,6.309523809523809,1.8190476190476192,54.1,1.83,38.15,7.66,?,0.790000021457672,0.189999997615814,1.0,0.0399999991059303,5.40999984741211,?,8.3100004196167,1289.775,?
February,81.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,23.0,6.309523809523809,1.8190476190476192,54.1,1.7,38.19,8.5,7.0,0.769999980926514,0.349999994039536,2.83999991416931,0.0299999993294477,6.05000019073486,256.350006103516,8.28999996185303,1289.775,?
March,86.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,112.10000000000001,9.1047619047619,2.9190476190476193,7.3,2.77,37.58,?,?,?,?,?,?,?,?,?,1769.8850000000002,?
March,14.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,112.10000000000001,9.1047619047619,2.9190476190476193,7.3,0.85,37.95,8.23,13.0,0.829999983310699,0.0799999982118607,3.29999995231628,0.00999999977648258,3.79999995231628,258.130004882813,8.30000019073486,1769.8850000000002,?
April,154.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,147.5,10.495238095238095,2.7095238095238097,100.00000000000001,?,?,?,?,?,?,?,?,?,?,?,1214.924,poz
April,0.0,9.0,0.0,?,0.0,0.0,9.2,0.0,0.0,147.5,10.495238095238095,2.7095238095238097,100.00000000000001,?,?,?,?,?,?,?,?,?,?,?,1214.924,poz
May,81.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,177.79999999999998,14.585714285714284,2.8285714285714283,53.2,0.87,37.48,12.52,4.0,0.00999999977648258,0.0399999991059303,1.97000002861023,0.0500000007450581,3.84999990463257,196.059997558594,8.30000019073486,1419.324,neg
May,76.0,5.0,0.0,?,0.0,0.0,0.0,4.5,0.0,177.79999999999998,14.585714285714284,2.8285714285714283,53.2,0.78,37.49,?,?,?,?,?,?,?,119.160003662109,?,1419.324,poz
May,79.0,9.0,227.0,?,0.0,0.0,4.4,4.4,0.0,164.9,17.16190476190476,2.466666666666667,43.3,1.06,37.77,?,?,?,?,?,?,?,177.009994506836,?,1564.6100000000004,neg
May,379.0,27.0,46.0,?,4.5,0.0,0.0,22.7,0.0,164.9,17.16190476190476,2.466666666666667,43.3,0.65,37.6,17.77,7.0,0.939999997615814,0.0299999993294477,1.52999997138977,0.0500000007450581,4.26999998092651,157.649993896484,8.21000003814697,1564.6100000000004,neg
June,133.0,27.0,32.0,?,13.5,0.0,4.5,9.0,0.0,178.29999999999998,18.78571428571429,2.5285714285714285,46.0,1.06,37.77,?,?,?,?,?,?,?,177.009994506836,?,1621.4289999999999,poz
June,94.0,18.0,45.0,?,9.0,0.0,0.0,9.0,0.0,178.29999999999998,18.78571428571429,2.5285714285714285,46.0,0.65,37.6,17.77,7.0,0.939999997615814,0.0299999993294477,1.52999997138977,0.0500000007450581,4.26999998092651,157.649993896484,8.21000003814697,1621.4289999999999,poz
June,0.0,5.0,5.0,?,0.0,0.0,4.7,0.0,0.0,205.6,20.347619047619045,2.747619047619047,75.8,1.1,37.14,?,?,?,?,?,?,?,161.690002441406,?,1978.8889999999997,neg
June,76.0,63.0,27.0,?,62.9,0.0,0.0,0.0,0.0,205.6,20.347619047619045,2.747619047619047,75.8,1.67,33.95,22.8,5.0,0.379999995231628,0.150000005960464,3.98000001907349,0.180000007152557,6.44000005722046,243.839996337891,8.31999969482422,1978.8889999999997,neg
July,0.0,92.0,8.0,?,84.0,8.0,0.0,0.0,0.0,255.49999999999997,23.371428571428574,2.733333333333333,64.9,2.17,35.04,?,?,?,?,?,?,?,150.740005493164,?,1060.778,neg
July,0.0,93.0,28.0,?,84.8,0.0,8.1,0.0,0.0,255.49999999999997,23.371428571428574,2.733333333333333,64.9,1.67,33.95,22.8,5.0,0.379999995231628,0.150000005960464,3.98000001907349,0.180000007152557,6.44000005722046,243.839996337891,8.31999969482422,1060.778,neg
July,0.0,5.0,0.0,?,4.5,0.0,0.0,0.0,0.0,236.39999999999995,22.780952380952378,2.928571428571429,83.1,1.51,32.76,?,?,?,?,?,?,?,162.0,?,1229.7249999999997,poz
July,0.0,40.0,4.0,?,36.0,0.0,0.0,0.0,0.0,219.5,23.280952380952378,2.628571428571428,56.39999999999999,1.8,35.95,?,?,?,?,?,?,?,166.380004882813,?,810.0029999999999,neg
August,5.0,85.0,5.0,?,84.7,0.0,0.0,0.0,0.0,185.70000000000002,21.214285714285715,2.8523809523809525,116.2,1.47,36.2,?,?,?,?,?,?,?,139.479995727539,?,3218.4280000000003,neg
September,5.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,171.9,20.699999999999996,2.604761904761905,43.599999999999994,1.47,36.2,?,?,?,?,?,?,?,139.479995727539,?,863.2479999999998,neg
October,0.0,43.0,4.0,?,21.7,13.0,4.3,0.0,4.3,138.4,15.742857142857142,2.914285714285714,220.99999999999997,0.89,37.67,?,?,?,?,?,?,?,172.639999389648,?,1017.7879999999999,neg
October,74.0,30.0,0.0,?,8.4,0.0,21.1,0.0,0.0,128.0,14.166666666666666,2.5809523809523816,162.4,1.12,38.19,22.97,7.0,0.379999995231628,0.239999994635582,2.54999995231628,0.150000005960464,7.94999980926514,290.739990234375,8.18000030517578,1233.8549999999998,neg
November,4.0,4.0,0.0,?,0.0,0.0,4.2,0.0,0.0,105.5,14.547619047619047,3.385714285714286,98.0,1.56,37.79,?,?,?,?,?,?,?,168.259994506836,?,3936.044000000001,neg
November,78.0,4.0,0.0,?,0.0,0.0,0.0,0.0,0.0,47.5,13.271428571428576,3.9142857142857146,95.89999999999999,2.22,37.71,?,?,?,?,?,?,?,188.899993896484,?,5581.916,?
December,4.0,13.0,0.0,?,8.5,0.0,4.3,0.0,0.0,60.10000000000001,9.942857142857143,3.499999999999999,76.2,1.77,37.56,16.09,6.0,1.9099999666214,0.0900000035762787,4.5,0.100000001490116,3.79999995231628,289.839996337891,8.28999996185303,5133.244,?
January,232.0,16.0,4.0,?,0.0,0.0,16.0,0.0,0.0,100.99999999999999,3.6714285714285713,3.2095238095238097,42.900000000000006,?,?,?,?,?,?,?,?,?,?,?,1530.1680000000003,?
January,84.0,16.0,8.0,?,0.0,0.0,4.0,8.0,0.0,100.99999999999999,3.6714285714285713,3.2095238095238097,42.900000000000006,?,?,?,?,?,?,?,?,?,?,?,1530.1680000000003,?
February,143.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,163.8,2.395238095238095,3.538095238095238,53.3,?,37.63,9.65,7.0,?,?,?,?,?,250.199996948242,?,875.8260000000002,?
February,71.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,163.8,2.395238095238095,3.538095238095238,53.3,?,37.91,9.65,8.0,?,?,?,?,?,256.350006103516,?,875.8260000000002,?
March,93.0,8.0,8.0,?,0.0,0.0,4.1,0.0,0.0,146.1,6.871428571428572,3.033333333333333,4.199999999999999,0.67,37.87,7.53,9.0,0.980000019073486,0.389999985694885,3.23000001907349,0.119999997317791,5.67999982833862,272.869995117188,8.27999973297119,680.339,?
March,87.0,4.0,4.0,?,0.0,0.0,4.0,0.0,0.0,146.1,6.871428571428572,3.033333333333333,4.199999999999999,?,38.03,7.57,8.0,?,?,?,?,?,274.660003662109,8.1899995803833,680.339,?
April,8.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,129.70000000000005,9.547619047619047,3.0904761904761893,75.1,1.05,37.99,8.84,?,1.4099999666214,0.150000005960464,2.80999994277954,0.0599999986588955,6.71000003814697,229.110000610352,8.26000022888184,1377.1949999999997,?
April,20.0,4.0,0.0,?,0.0,0.0,4.0,0.0,0.0,129.70000000000005,9.547619047619047,3.0904761904761893,75.1,?,37.93,9.56,10.0,?,?,?,?,?,271.089996337891,?,1377.1949999999997,?
May,67.0,4.0,24.0,?,0.0,0.0,4.0,0.0,0.0,202.5,17.35714285714286,2.7571428571428567,0.3,?,?,?,?,?,?,?,?,?,?,?,875.5300000000001,neg
May,548.0,20.0,69.0,?,0.0,0.0,0.0,20.4,0.0,202.5,17.35714285714286,2.7571428571428567,0.3,?,?,?,?,?,?,?,?,?,?,?,875.5300000000001,neg
May,272.0,20.0,0.0,?,8.2,0.0,0.0,12.2,0.0,194.80000000000004,18.15714285714286,2.8476190476190473,9.3,1.11,37.44,17.45,11.0,0.649999976158142,0.0500000007450581,0.730000019073486,0.0599999986588955,7.44999980926514,265.279998779297,8.1899995803833,796.12,neg
May,61.0,21.0,110.0,?,0.0,0.0,0.0,21.1,0.0,194.80000000000004,18.15714285714286,2.8476190476190473,9.3,0.82,38.04,17.0,?,0.519999980926514,0.0700000002980232,2.96000003814697,0.140000000596046,6.21999979019165,262.149993896484,8.21000003814697,796.12,neg
June,349.0,60.0,12.0,?,0.0,0.0,0.0,60.0,0.0,228.60000000000002,21.92857142857143,2.40952380952381,13.3,1.11,37.44,17.45,11.0,0.649999976158142,0.0500000007450581,0.730000019073486,0.0599999986588955,7.44999980926514,265.279998779297,8.1899995803833,649.6039999999998,neg
June,61.0,12.0,8.0,?,0.0,0.0,8.2,4.1,0.0,228.60000000000002,21.92857142857143,2.40952380952381,13.3,0.82,38.04,17.0,?,0.519999980926514,0.0700000002980232,2.96000003814697,0.140000000596046,6.21999979019165,262.149993896484,8.21000003814697,649.6039999999998,neg
June,20.0,40.0,28.0,?,4.0,0.0,28.0,4.0,0.0,233.39999999999998,25.06666666666667,2.661904761904762,6.9,?,36.19,26.68,?,?,?,?,?,?,233.570007324219,?,513.8219999999999,neg
June,137.0,12.0,20.0,?,0.0,0.0,8.0,0.0,0.0,233.39999999999998,25.06666666666667,2.661904761904762,6.9,0.72,37.69,22.86,?,1.04999995231628,0.0399999991059303,0.589999973773956,0.0700000002980232,8.02999973297119,247.419998168945,8.13000011444092,513.8219999999999,neg
July,137.0,24.0,4.0,?,16.0,0.0,4.0,4.0,0.0,237.70000000000002,24.519047619047612,3.028571428571429,11.3,?,?,?,?,?,?,?,?,?,?,?,660.5590000000001,neg
July,283.0,36.0,8.0,?,24.0,0.0,8.0,4.0,0.0,237.70000000000002,24.519047619047612,3.028571428571429,11.3,?,?,?,?,?,?,?,?,?,?,?,660.5590000000001,neg
July,149.0,20.0,8.0,?,16.0,0.0,4.0,0.0,0.0,234.29999999999995,24.947619047619046,3.071428571428572,16.2,?,?,?,?,?,?,?,?,?,?,?,466.13200000000006,neg
July,275.0,32.0,0.0,?,16.0,0.0,4.0,8.0,0.0,234.29999999999995,24.947619047619046,3.071428571428572,16.2,?,?,?,?,?,?,?,?,?,?,?,466.13200000000006,neg
August,0.0,67.0,0.0,?,63.2,0.0,4.2,0.0,0.0,230.89999999999995,26.566666666666666,2.8809523809523814,7.1000000000000005,?,38.06,25.1,6.09999990463257,?,?,?,?,?,233.570007324219,?,393.5530000000001,neg
August,217.0,43.0,0.0,?,39.1,0.0,4.3,0.0,0.0,230.89999999999995,26.566666666666666,2.8809523809523814,7.1000000000000005,?,38.07,24.88,10.6999998092651,?,?,?,?,?,236.699996948242,?,393.5530000000001,neg
September,4.0,92.0,4.0,?,60.0,0.0,32.0,0.0,0.0,212.8,23.295238095238098,3.4571428571428577,25.1,0.33,38.07,27.64,?,0.949999988079071,0.0399999991059303,2.64000010490417,0.00999999977648258,18.1499996185303,215.259994506836,8.1899995803833,709.0930000000001,neg
September,20.0,44.0,4.0,?,32.0,0.0,12.0,0.0,0.0,212.8,23.295238095238098,3.4571428571428577,25.1,?,37.93,27.77,8.0,?,?,?,?,?,217.940002441406,8.21000003814697,709.0930000000001,neg
September,141.0,68.0,4.0,?,8.0,20.0,28.0,4.0,0.0,165.19999999999996,19.08095238095238,3.461904761904761,25.0,0.33,38.07,27.64,?,0.949999988079071,0.0399999991059303,2.64000010490417,0.00999999977648258,18.1499996185303,215.259994506836,8.1899995803833,777.4709999999999,neg
September,12.0,4.0,0.0,?,4.0,0.0,0.0,0.0,0.0,165.19999999999996,19.08095238095238,3.461904761904761,25.0,?,37.93,27.77,8.0,?,?,?,?,?,217.940002441406,8.21000003814697,777.4709999999999,neg
September,79.0,64.0,8.0,?,0.0,40.0,8.0,0.0,0.0,176.4,17.123809523809523,3.1047619047619044,111.1,1.82,38.2,20.91,?,0.660000026226044,0.100000001490116,0.469999998807907,0.0799999982118607,9.22000026702881,234.910003662109,8.23999977111816,511.438,neg
September,0.0,104.0,4.0,?,16.0,28.0,28.0,4.0,0.0,176.4,17.123809523809523,3.1047619047619044,111.1,?,38.2,21.09,8.0,?,?,?,?,?,222.410003662109,8.25,511.438,neg
October,4.0,44.0,4.0,?,28.0,4.0,8.0,0.0,0.0,118.0,14.333333333333334,2.8476190476190473,34.300000000000004,?,?,?,?,?,?,?,?,?,?,?,1358.1450000000002,neg
October,4.0,37.0,0.0,?,8.2,4.1,20.5,0.0,0.0,118.0,14.333333333333334,2.8476190476190473,34.300000000000004,?,?,?,?,?,?,?,?,?,?,?,1358.1450000000002,neg
November,141.0,132.0,0.0,?,68.0,36.0,24.0,0.0,0.0,85.0,10.142857142857142,2.623809523809524,95.0,?,38.09,17.3,7.0,?,?,?,?,?,232.679992675781,?,3692.3829999999994,neg
November,71.0,36.0,0.0,?,12.1,20.2,4.0,0.0,0.0,85.0,10.142857142857142,2.623809523809524,95.0,0.68,38.24,18.0,?,1.05999994277954,0.0599999986588955,2.0699999332428,0.0700000002980232,8.0,229.550003051758,8.27000045776367,3692.3829999999994,neg
December,71.0,16.0,8.0,?,0.0,12.0,4.0,0.0,0.0,63.900000000000006,8.761904761904763,2.419047619047619,53.2,?,38.02,14.09,7.5,?,?,?,?,?,245.630004882813,8.27999973297119,3027.7550000000006,?
December,135.0,16.0,0.0,?,0.0,16.2,0.0,0.0,0.0,63.900000000000006,8.761904761904763,2.419047619047619,53.2,3.36,37.97,13.87,?,1.36000001430511,0.370000004768372,4.67000007629395,0.140000000596046,9.8100004196167,254.119995117188,8.23999977111816,3027.7550000000006,?
May,3250.0,130.0,40.0,?,0.0,0.0,110.0,20.0,0.0,160.29999999999998,13.95714285714286,2.876190476190476,69.3,1.41,37.89,10.7,9.0,0.790000021457672,0.200000002980232,3.4300000667572,0.0500000007450581,4.57999992370605,283.140014648438,8.1899995803833,3636.52,neg
May,7639.0,170.0,210.0,?,0.0,0.0,60.0,100.0,0.0,160.29999999999998,13.95714285714286,2.876190476190476,69.3,?,36.91,10.77,8.0,?,?,?,?,?,286.720001220703,?,3636.52,neg
May,135.0,100.0,0.0,?,0.0,0.0,10.0,90.0,0.0,200.39999999999995,14.58095238095238,2.9142857142857146,67.3,1.2,37.07,16.54,5.0,0.720000028610229,0.109999999403954,2.55999994277954,0.140000000596046,5.17999982833862,267.070007324219,8.27000045776367,3557.393000000001,neg
May,3500.0,10.0,20.0,?,0.0,0.0,0.0,10.0,0.0,200.39999999999995,14.58095238095238,2.9142857142857146,67.3,1.48,37.67,15.1,?,0.930000007152557,0.109999999403954,1.87000000476837,0.100000001490116,8.01000022888184,271.089996337891,8.25,3557.393000000001,neg
June,205.0,150.0,0.0,?,0.0,0.0,10.0,140.0,0.0,200.0,19.057142857142857,3.1142857142857148,43.9,?,35.18,18.13,8.0,?,?,?,?,?,?,?,1692.7969999999998,neg
June,645.0,90.0,30.0,?,10.0,0.0,30.0,50.0,0.0,200.0,19.057142857142857,3.1142857142857148,43.9,?,37.09,17.7,7.0,?,?,?,?,?,?,?,1692.7969999999998,neg
June,280.0,80.0,0.0,?,0.0,0.0,70.0,10.0,0.0,219.49999999999997,21.41904761904762,3.014285714285714,35.1,2.79,37.4,?,7.0,?,?,?,?,?,?,?,2296.8040000000005,neg
June,20.0,20.0,0.0,?,10.0,0.0,0.0,0.0,0.0,219.49999999999997,21.41904761904762,3.014285714285714,35.1,3.31,37.23,19.83,?,0.920000016689301,0.0599999986588955,3.22000002861023,0.119999997317791,10.7200002670288,251.440002441406,8.23999977111816,2296.8040000000005,neg
July,135.0,30.0,10.0,?,0.0,0.0,0.0,0.0,0.0,237.6,21.65714285714286,2.7190476190476196,70.0,2.79,37.4,?,7.0,?,?,?,?,?,?,?,1940.8100000000002,neg
July,0.0,30.0,20.0,?,0.0,0.0,10.0,20.0,0.0,237.6,21.65714285714286,2.7190476190476196,70.0,3.31,37.23,19.83,?,0.920000016689301,0.0599999986588955,3.22000002861023,0.119999997317791,10.7200002670288,251.440002441406,8.23999977111816,1940.8100000000002,neg
July,145.0,50.0,0.0,?,40.0,0.0,10.0,0.0,0.0,239.3,22.576190476190476,2.8095238095238098,4.1,?,37.28,22.16,8.0,?,?,?,?,?,?,?,1089.837,neg
July,260.0,50.0,20.0,?,20.0,0.0,30.0,0.0,0.0,239.3,22.576190476190476,2.8095238095238098,4.1,?,37.48,21.81,8.0,?,?,?,?,?,?,?,1089.837,neg
August,395.0,90.0,20.0,?,40.0,0.0,20.0,0.0,0.0,231.60000000000002,23.666666666666664,2.8571428571428577,36.599999999999994,?,36.91,23.61,6.0,?,?,?,?,?,232.679992675781,?,2191.746,neg
August,645.0,30.0,10.0,?,20.0,0.0,10.0,0.0,0.0,231.60000000000002,23.666666666666664,2.8571428571428577,36.599999999999994,0.72,37.1,22.94,?,0.370000004768372,0.0299999993294477,0.709999978542328,0.0599999986588955,13.5900001525879,230.809997558594,8.27000045776367,2191.746,neg
August,145.0,70.0,10.0,?,70.0,0.0,0.0,0.0,0.0,227.70000000000002,22.514285714285712,2.976190476190476,40.7,1.55,36.81,25.11,?,0.829999983310699,0.0900000035762787,0.939999997615814,0.0700000002980232,14.0900001525879,233.0,8.3100004196167,2396.1759999999995,neg
August,385.0,50.0,0.0,?,40.0,0.0,0.0,10.0,0.0,227.70000000000002,22.514285714285712,2.976190476190476,40.7,1.08,36.95,24.96,?,1.53999996185303,0.0500000007450581,0.839999973773956,0.0700000002980232,9.21000003814697,229.869995117188,8.31999969482422,2396.1759999999995,poz
September,125.0,50.0,0.0,?,30.0,20.0,0.0,0.0,0.0,199.99999999999997,20.46666666666667,3.1904761904761907,8.4,?,?,?,?,?,?,?,?,?,?,?,1214.816,?
September,0.0,50.0,0.0,?,20.0,20.0,10.0,0.0,0.0,199.99999999999997,20.46666666666667,3.1904761904761907,8.4,?,?,?,?,?,?,?,?,?,?,?,1214.816,neg
September,395.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,145.6,17.914285714285715,3.1666666666666665,62.900000000000006,0.43,37.49,23.67,?,0.639999985694885,0.0799999982118607,1.95000004768372,0.0799999982118607,8.35000038146973,204.539993286133,8.30000019073486,1401.604,poz
September,10.0,20.0,0.0,?,0.0,20.0,0.0,0.0,0.0,145.6,17.914285714285715,3.1666666666666665,62.900000000000006,0.98,37.46,?,10.0,?,?,?,?,?,?,?,1401.604,neg
May,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,170.29999999999998,13.819047619047618,2.585714285714286,58.5,?,38.06,11.16,6.0,?,?,?,?,?,276.890014648438,?,2590.325,?
May,0.0,10.0,10.0,?,0.0,0.0,0.0,0.0,0.0,170.29999999999998,13.819047619047618,2.585714285714286,58.5,?,37.69,11.76,6.0,?,?,?,?,?,278.230010986328,?,2590.325,?
May,0.0,10.0,0.0,?,0.0,0.0,10.0,0.0,0.0,170.29999999999998,13.819047619047618,2.585714285714286,58.5,?,37.79,10.42,6.0,?,?,?,?,?,288.059997558594,?,2590.325,?
May,510.0,10.0,0.0,?,0.0,0.0,0.0,10.0,0.0,190.60000000000002,15.947619047619046,2.5619047619047617,32.4,?,36.2999992370605,16.4699993133545,?,0.449999988079071,0.100000001490116,3.63000011444092,0.100000001490116,3.28999996185303,273.769989013672,?,1590.799,?
May,125.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,190.60000000000002,15.947619047619046,2.5619047619047617,32.4,1.47,36.67,13.66,8.0,0.560000002384186,0.0599999986588955,5.84000015258789,0.129999995231628,5.03000020980835,285.380004882813,8.1899995803833,1590.799,?
May,145.0,0.0,20.0,?,0.0,0.0,0.0,0.0,0.0,190.60000000000002,15.947619047619046,2.5619047619047617,32.4,?,37.18,14.91,9.0,?,?,?,?,?,280.459991455078,8.22999954223633,1590.799,?
June,125.0,50.0,10.0,?,0.0,0.0,10.0,40.0,0.0,214.5,19.576190476190476,2.576190476190476,20.599999999999998,?,?,?,?,0.699999988079071,0.0399999991059303,0.46000000834465,0.00999999977648258,8.10000038146973,?,?,801.3249999999999,neg
June,125.0,60.0,0.0,?,20.0,0.0,10.0,30.0,0.0,214.5,19.576190476190476,2.576190476190476,20.599999999999998,?,?,?,?,?,?,?,?,?,?,?,801.3249999999999,?
June,250.0,60.0,10.0,?,0.0,0.0,0.0,40.0,0.0,214.5,19.576190476190476,2.576190476190476,20.599999999999998,?,?,?,?,?,?,?,?,?,?,?,801.3249999999999,neg
June,250.0,40.0,20.0,?,0.0,0.0,0.0,40.0,0.0,229.20000000000002,21.204761904761906,2.7142857142857144,22.4,0.67,37.86,21.48,11.0,?,?,?,?,?,234.470001220703,?,636.5480000000001,neg
June,250.0,60.0,0.0,?,20.0,0.0,0.0,40.0,0.0,229.20000000000002,21.204761904761906,2.7142857142857144,22.4,?,38.0499992370605,19.7399997711182,?,0.829999983310699,0.0199999995529652,0.300000011920929,0.310000002384186,5.86999988555908,245.179992675781,?,636.5480000000001,neg
June,40.0,40.0,20.0,?,0.0,0.0,20.0,20.0,0.0,229.20000000000002,21.204761904761906,2.7142857142857144,22.4,?,37.16,20.25,12.0,?,?,?,?,?,227.320007324219,?,636.5480000000001,?
July,165.0,80.0,30.0,?,10.0,0.0,10.0,60.0,0.0,204.99999999999997,21.86190476190476,2.6380952380952385,78.49999999999999,?,?,?,?,?,?,?,?,?,?,?,1600.5559999999998,neg
July,145.0,70.0,0.0,?,0.0,0.0,20.0,50.0,0.0,204.99999999999997,21.86190476190476,2.6380952380952385,78.49999999999999,?,?,?,?,?,?,?,?,?,?,?,1600.5559999999998,?
July,145.0,130.0,0.0,?,50.0,0.0,60.0,20.0,0.0,204.99999999999997,21.86190476190476,2.6380952380952385,78.49999999999999,?,37.7700004577637,22.1100006103516,?,0.660000026226044,0.0299999993294477,0.239999994635582,0.0399999991059303,3.65000009536743,200.520004272461,?,1600.5559999999998,neg
August,0.0,30.0,10.0,?,0.0,0.0,10.0,20.0,0.0,231.4,23.71428571428571,2.7476190476190476,26.299999999999997,?,36.19,26.22,5.0,?,?,?,?,?,238.039993286133,?,659.681,?
August,135.0,30.0,20.0,?,20.0,0.0,10.0,0.0,0.0,231.4,23.71428571428571,2.7476190476190476,26.299999999999997,?,37.2,25.9,4.0,?,?,?,?,?,237.139999389648,?,659.681,neg
August,10.0,30.0,0.0,?,20.0,0.0,10.0,0.0,0.0,231.4,23.71428571428571,2.7476190476190476,26.299999999999997,?,37.7700004577637,22.1100006103516,?,0.660000026226044,0.0299999993294477,0.239999994635582,0.0399999991059303,3.65000009536743,200.520004272461,?,659.681,neg
August,10.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,180.40000000000003,21.22380952380952,2.628571428571429,71.3,?,36.7900009155273,25.9200000762939,?,1.27999997138977,0.0399999991059303,0.610000014305115,0.129999995231628,2.9300000667572,249.649993896484,?,1090.832,?
August,40.0,20.0,0.0,?,0.0,0.0,10.0,0.0,0.0,180.40000000000003,21.22380952380952,2.628571428571429,71.3,?,37.2,25.9,4.0,?,?,?,?,?,237.139999389648,?,1090.832,neg
August,0.0,70.0,0.0,?,50.0,0.0,0.0,20.0,0.0,180.40000000000003,21.22380952380952,2.628571428571429,71.3,?,36.19,26.22,5.0,?,?,?,?,?,238.039993286133,?,1090.832,?
August,135.0,10.0,0.0,?,0.0,0.0,10.0,0.0,0.0,154.60000000000002,20.233333333333334,2.261904761904762,111.60000000000001,?,37.46,23.28,8.0,?,?,?,?,?,211.240005493164,8.27000045776367,1896.8909999999998,?
August,20.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,154.60000000000002,20.233333333333334,2.261904761904762,111.60000000000001,?,37.74,23.28,?,1.75,0.00999999977648258,0.860000014305115,0.0599999986588955,2.66000008583069,233.570007324219,?,1896.8909999999998,neg
August,20.0,20.0,0.0,?,10.0,10.0,0.0,0.0,0.0,154.60000000000002,20.233333333333334,2.261904761904762,111.60000000000001,1.52,37.61,24.62,8.0,1.0,0.0599999986588955,0.610000014305115,0.0399999991059303,1.07000005245209,208.119995117188,8.27999973297119,1896.8909999999998,neg
September,0.0,40.0,10.0,?,40.0,0.0,0.0,0.0,0.0,182.10000000000005,20.514285714285716,2.4523809523809526,48.70000000000001,?,37.46,23.28,8.0,?,?,?,?,?,211.240005493164,8.27000045776367,1032.087,?
September,30.0,30.0,0.0,?,30.0,0.0,0.0,0.0,0.0,182.10000000000005,20.514285714285716,2.4523809523809526,48.70000000000001,0.72,37.63,23.34,14.0,1.02999997138977,0.0299999993294477,0.649999976158142,0.0299999993294477,2.86999988555908,213.919998168945,8.28999996185303,1032.087,neg
